,number,values_0,values_1,values_2,params_len1,params_len2
48,21,-2878.0,-0.8377128758326835,-0.0030096448619062466,9,14
49,48,-2878.0,-0.8377128758326835,-0.0030096448619062466,9,14
50,58,-2878.0,-0.8377128758326835,-0.0030096448619062466,9,14
51,6,-2882.0,-0.8961489190655019,-0.0029856894882932528,6,19
52,11,-2882.0,-0.8961489190655019,-0.0029856894882932528,6,19
53,32,-2888.0,-0.5912997742213681,-0.0031113901675271505,8,12
54,62,-2888.0,-0.5912997742213681,-0.0031113901675271505,8,12
55,84,-2894.0,-0.718849890976164,-0.0031393972357307565,9,12
56,8,-2904.0,-0.874273222613361,-0.003047664756876789,8,19
57,45,-2904.0,-0.874273222613361,-0.003047664756876789,8,19
58,77,-2904.0,-0.874273222613361,-0.003047664756876789,8,19
59,25,-2924.0,-0.8344610515978143,-0.0030077533642240972,9,17
60,36,-2924.0,-0.8344610515978143,-0.0030077533642240972,9,17
61,42,-2924.0,-0.8344610515978143,-0.0030077533642240972,9,17
62,49,-2924.0,-0.8344610515978143,-0.0030077533642240972,9,17
63,94,-2924.0,-0.8344610515978143,-0.0030077533642240972,9,17
64,76,-2936.0,-0.8615373411577523,-0.0030636078581941506,6,20
65,93,-2952.0,-0.8158495712730558,-0.0031374352616528878,9,13
66,82,-2966.0,-0.8753664504989475,-0.0031256686791200083,8,20
67,83,-2966.0,-0.8753664504989475,-0.0031256686791200083,8,20
68,19,-2968.0,-0.8544815808851204,-0.003189540706138305,10,19
69,35,-2968.0,-0.8544815808851204,-0.003189540706138305,10,19
70,47,-2990.0,-0.8918793707017627,-0.0031813891732787036,8,13
71,9,-3000.0,-0.8856398637530182,-0.0031276121760901443,7,18
72,15,-3000.0,-0.8856398637530182,-0.0031276121760901443,7,18
73,87,-3000.0,-0.8856398637530182,-0.0031276121760901443,7,18
74,33,-3042.0,-0.8504974281481765,-0.003167683231676821,9,16
75,80,-3042.0,-0.8504974281481765,-0.003167683231676821,9,16
76,88,-3042.0,-0.8504974281481765,-0.003167683231676821,9,16
77,24,-3058.0,-0.9216385619719774,-0.003215491952271554,6,13
78,72,-3226.0,-1.0282850083413353,-0.0033695147898702427,5,18
79,95,-3226.0,-1.0282850083413353,-0.0033695147898702427,5,18
80,92,-3276.0,-0.9391645628649811,-0.0035093753311910003,10,13
81,65,-3330.0,-1.0074525278747688,-0.003451578907373354,5,13
82,37,-3332.0,-0.8315718914959337,-0.0034515858097028396,6,16
83,98,-3392.0,-0.8204648755900456,-0.003545454000083992,7,15
84,4,-3398.0,-0.9723490138200769,-0.00360525010797752,7,13
85,51,-3418.0,-0.9766463055871191,-0.003573442542963323,7,12
86,55,-3442.0,-1.014551912261122,-0.003555594662208561,7,17
87,40,-3450.0,-0.8394808224428646,-0.003583519808345703,5,14
88,41,-3450.0,-0.8394808224428646,-0.003583519808345703,5,14
89,43,-3450.0,-0.8394808224428646,-0.003583519808345703,5,14
90,61,-3450.0,-0.8394808224428646,-0.003583519808345703,5,14
91,79,-3450.0,-0.8394808224428646,-0.003583519808345703,5,14
92,28,-3456.0,-1.108080964344482,-0.0035795561350392413,5,17
93,85,-3456.0,-1.108080964344482,-0.0035795561350392413,5,17
94,7,-3850.0,-1.008440896776722,-0.004033257880549979,10,12
95,23,-3850.0,-1.008440896776722,-0.004033257880549979,10,12
96,44,-3888.0,-1.0520269650952971,-0.004023452810417827,7,11
97,75,-3888.0,-1.0520269650952971,-0.004023452810417827,7,11
98,10,-4502.0,-1.186118101928133,-0.004631397918270608,9,11
99,74,-4502.0,-1.186118101928133,-0.004631397918270608,9,11
